Day,Month,Year,Obs,Sim
24,4,1963,39.1387,35.83691332
25,4,1963,34.0725,32.25208286
26,4,1963,29.7509,29.67514893
27,4,1963,27.5217,27.12675074
28,4,1963,27.1661,25.30808439
29,4,1963,25.9311,23.57932045
30,4,1963,23.8518,22.71323859
1,5,1963,21.2038,21.7499045
2,5,1963,19.6559,21.09195114
3,5,1963,18.7403,20.02502134
4,5,1963,17.1759,19.33145784
5,5,1963,16.7775,18.48219702
6,5,1963,16.595,18.02757309
7,5,1963,16.0575,19.06672667
8,5,1963,16.0234,19.06545959
9,5,1963,17.0307,19.56065105
10,5,1963,17.3705,20.16663797
11,5,1963,19.7811,20.01103925
12,5,1963,18.9788,20.16670987
13,5,1963,18.4835,20.6872511
14,5,1963,18.7387,20.5496159
15,5,1963,17.477,19.57812689
16,5,1963,17.0223,18.34379525
17,5,1963,15.9964,16.95728778
18,5,1963,14.248,15.70729259
19,5,1963,13.8296,16.61560043
20,5,1963,15.2397,18.65244872
21,5,1963,19.6706,20.69334677
22,5,1963,22.3217,20.52983292
23,5,1963,20.0525,19.23753042
24,5,1963,17.4324,18.05446456
25,5,1963,15.8602,17.09291056
26,5,1963,15.9919,16.15832128
27,5,1963,14.9787,15.00589896
28,5,1963,13.9625,13.73576887
29,5,1963,12.3832,12.60714262
30,5,1963,11.5033,12.03120997
31,5,1963,11.065,11.6612442
1,6,1963,10.8146,11.02830541
2,6,1963,10.315,10.32658945
3,6,1963,9.9094,9.798996698
4,6,1963,9.73532,9.496446915
5,6,1963,9.18216,9.399196405
6,6,1963,8.95779,9.375628244
7,6,1963,8.77043,9.237056537
8,6,1963,8.50323,8.900594759
9,6,1963,7.72828,8.448729152
10,6,1963,7.28061,8.104389841
11,6,1963,7.38879,8.79937146
12,6,1963,7.07515,9.651996091
13,6,1963,7.08889,9.543306521
14,6,1963,7.13492,8.937200637
15,6,1963,6.8776,8.548209677
16,6,1963,6.56028,8.439454896
17,6,1963,6.86331,8.909948305
18,6,1963,7.71746,9.485231634
19,6,1963,7.81083,9.429932058
20,6,1963,8.05535,9.259448442
21,6,1963,7.60668,9.070175652
22,6,1963,7.66281,8.990109171
23,6,1963,8.01226,9.167844463
24,6,1963,8.17661,9.591504698
25,6,1963,8.74824,10.07969821
26,6,1963,8.78269,9.946497671
27,6,1963,8.8191,9.532711085
28,6,1963,9.18435,9.740808896
29,6,1963,9.10884,9.774820149
30,6,1963,9.41181,10.10214802
1,7,1963,9.19482,9.995759866
2,7,1963,9.13331,9.442054341
3,7,1963,9.29871,8.825846113
4,7,1963,8.25081,8.518255006
5,7,1963,9.08026,8.325260543
6,7,1963,9.53904,8.601428869
7,7,1963,10.2881,8.685039543
8,7,1963,12.0525,8.362472427
9,7,1963,11.1536,7.887856463
10,7,1963,8.91835,7.538264
11,7,1963,8.82202,7.433922616
12,7,1963,8.36277,7.472310649
13,7,1963,8.17164,7.387861756
14,7,1963,8.18977,7.306640317
15,7,1963,8.09978,7.404509854
16,7,1963,8.46209,7.582981899
17,7,1963,9.03844,7.764212152
18,7,1963,8.74086,7.689994168
19,7,1963,9.19141,7.264244247
20,7,1963,8.03317,6.722506027
21,7,1963,7.19583,6.439470076
22,7,1963,7.17924,6.438822841
23,7,1963,7.01936,7.075124973
24,7,1963,7.51081,7.874543686
25,7,1963,8.69397,7.780300137
26,7,1963,8.17233,7.089860119
27,7,1963,7.03709,6.429619567
28,7,1963,6.66288,5.962924832
29,7,1963,6.52329,5.656301393
30,7,1963,6.55349,5.466775582
31,7,1963,6.53361,5.406845226
1,8,1963,5.87376,5.506903643
2,8,1963,5.58254,5.597890625
3,8,1963,5.80756,5.588615256
4,8,1963,5.63844,5.520453561
5,8,1963,5.5001,5.411243043
6,8,1963,5.36884,5.328889494
7,8,1963,4.92867,5.29140157
8,8,1963,4.67978,5.244221701
9,8,1963,4.68769,5.928042564
10,8,1963,4.83141,6.947423326
11,8,1963,5.21124,6.869006927
12,8,1963,5.84026,6.208770317
13,8,1963,5.51931,5.781237421
14,8,1963,5.05211,5.706381409
15,8,1963,4.66335,7.953679091
16,8,1963,5.46212,14.65282006
17,8,1963,10.7207,15.62957621
18,8,1963,11.9123,13.46167955
19,8,1963,9.51624,11.95297848
20,8,1963,8.32307,11.53031545
21,8,1963,7.37151,10.93303825
22,8,1963,7.02082,10.09173621
23,8,1963,6.88564,10.34893283
24,8,1963,6.66823,10.16609123
25,8,1963,7.40999,9.854368872
26,8,1963,8.10402,10.46025805
27,8,1963,8.85584,10.38857698
28,8,1963,9.774,9.740246628
29,8,1963,9.52142,9.158696634
30,8,1963,8.77991,11.30069826
31,8,1963,8.66252,11.95531566
1,9,1963,11.1088,11.58397563
2,9,1963,11.8995,10.70323872
3,9,1963,11.751,10.12988286
4,9,1963,10.8623,9.441448512
5,9,1963,10.2799,9.048888412
6,9,1963,10.3675,10.66208673
7,9,1963,10.2585,13.01855398
8,9,1963,13.1451,14.08563696
9,9,1963,14.5461,13.29824438
10,9,1963,14.461,11.96960947
11,9,1963,12.9279,10.70781002
12,9,1963,11.1954,9.691158866
13,9,1963,10.3306,8.789350476
14,9,1963,9.65846,8.028923012
15,9,1963,9.53139,7.447689195
16,9,1963,8.75807,6.945248951
17,9,1963,9.0452,7.65630929
18,9,1963,9.12837,8.111639162
19,9,1963,9.53527,7.996819747
20,9,1963,9.52285,7.564817945
21,9,1963,9.39083,7.144532341
22,9,1963,8.84191,6.712994979
23,9,1963,8.47312,7.105297168
24,9,1963,8.40155,7.97479029
25,9,1963,8.79663,15.28281018
26,9,1963,13.9987,18.38874101
27,9,1963,27.5324,17.58831029
28,9,1963,18.8751,16.29241653
29,9,1963,14.7889,14.67653772
30,9,1963,13.0194,13.49563738
1,10,1963,11.9315,12.7560652
2,10,1963,11.2918,12.45223134
3,10,1963,10.8035,13.242304
4,10,1963,10.9116,13.44258572
5,10,1963,10.7122,14.19678111
6,10,1963,10.9457,17.03108661
7,10,1963,14.0513,18.3723325
8,10,1963,16.7878,18.55781255
9,10,1963,15.539,17.6441928
10,10,1963,15.0917,16.13856912
11,10,1963,13.7691,14.44194289
12,10,1963,12.2678,12.92293912
13,10,1963,11.6156,11.79164755
14,10,1963,11.1928,13.66483486
15,10,1963,12.166,15.29196095
16,10,1963,13.8338,15.33923527
17,10,1963,13.7061,14.72885067
18,10,1963,13.0989,13.80967332
19,10,1963,11.6431,13.46622782
20,10,1963,11.2195,12.94070883
21,10,1963,12.0293,21.83459445
22,10,1963,27.0093,26.32976125
23,10,1963,34.4494,27.66752352
24,10,1963,28.8685,26.67475133
25,10,1963,25.0902,24.25481902
26,10,1963,21.5939,21.2742139
27,10,1963,19.8432,19.08026656
28,10,1963,19.2558,22.31634882
29,10,1963,25.6919,27.82970854
30,10,1963,44.2668,36.62633263
31,10,1963,62.0276,39.53438707
1,11,1963,66.3433,41.23447821
2,11,1963,57.0532,45.89694116
3,11,1963,63.5288,45.11696538
4,11,1963,75.3971,46.95578395
5,11,1963,69.7491,46.07429323
6,11,1963,72.7961,43.67100994
7,11,1963,60.6417,39.69705674
8,11,1963,53.4299,35.04092028
9,11,1963,45.5305,33.83430631
10,11,1963,49.0123,41.78093388
11,11,1963,79.4374,51.70827007
12,11,1963,86.9083,54.71346784
13,11,1963,81.814,54.85227528
14,11,1963,70.1172,54.51277771
15,11,1963,67.5162,51.70416179
16,11,1963,63.9886,49.11814755
17,11,1963,67.3135,57.39124248
18,11,1963,84.7212,67.58637588
19,11,1963,100.683,71.89530792
20,11,1963,94.3609,74.30320171
21,11,1963,89.0934,80.04052698
22,11,1963,107.668,78.2879416
23,11,1963,102.861,85.65825723
24,11,1963,116.109,85.94225665
25,11,1963,118.588,82.92402903
26,11,1963,111.112,75.36257072
27,11,1963,100.022,70.85643451
28,11,1963,91.682,69.42815878
29,11,1963,93.076,64.81648853
30,11,1963,83.2248,66.63880436
1,12,1963,79.0625,65.8781527
2,12,1963,76.0662,61.51253589
3,12,1963,67.5218,56.45890173
4,12,1963,57.7332,50.83988276
5,12,1963,50.816,45.33161653
6,12,1963,47.3085,40.72097039
7,12,1963,43.131,36.8967272
8,12,1963,38.9044,33.82253894
9,12,1963,36.2608,31.39608279
10,12,1963,33.8206,30.37191131
11,12,1963,32.9835,31.09934374
12,12,1963,32.7274,30.89907659
13,12,1963,32.4511,30.0580297
14,12,1963,30.0422,29.04583627
15,12,1963,28.3072,27.84062642
16,12,1963,26.7704,26.47960748
17,12,1963,25.328,25.21332928
18,12,1963,23.4597,23.92060499
19,12,1963,21.7253,22.69224735
20,12,1963,20.0082,21.61043971
21,12,1963,17.8999,20.64136473
22,12,1963,17.268,19.7778846
23,12,1963,17.3246,18.92766139
24,12,1963,18.2549,18.96832577
25,12,1963,18.9991,18.90592991
26,12,1963,20.7167,18.45396486
27,12,1963,19.2499,17.91875402
28,12,1963,18.3595,18.02089405
29,12,1963,17.3685,19.06848576
30,12,1963,17.8102,22.63260714
31,12,1963,22.7371,23.40158563
1,1,1964,22.3508,22.72356288
2,1,1964,20.5228,21.56637243
3,1,1964,19.2693,22.6602923
4,1,1964,21.6837,26.14247203
5,1,1964,30.3957,27.00549845
6,1,1964,30.0374,26.42250545
7,1,1964,28.7028,24.89115096
8,1,1964,25.7064,23.05479885
9,1,1964,23.8955,21.4043646
10,1,1964,22.451,19.98613181
11,1,1964,21.3827,18.80612593
12,1,1964,20.4854,17.77341454
13,1,1964,19.5933,26.41046256
14,1,1964,28.1541,31.29052527
15,1,1964,34.9383,31.43872013
16,1,1964,37.6699,29.84947738
17,1,1964,30.7941,27.62715335
18,1,1964,27.5901,25.33918516
19,1,1964,26.874,23.36719193
20,1,1964,26.9725,21.6799445
21,1,1964,25.4431,20.22007681
22,1,1964,24.3781,18.94906045
23,1,1964,23.616,18.36420756
24,1,1964,24.2789,17.6145014
25,1,1964,23.143,16.85783698
26,1,1964,21.2278,16.13679065
27,1,1964,20.5524,17.49655132
28,1,1964,21.7942,18.24461355
29,1,1964,22.3799,19.48230255
30,1,1964,21.9286,21.38620214
31,1,1964,23.4387,22.74261209
1,2,1964,27.1417,22.33648947
2,2,1964,24.216,21.70427412
3,2,1964,22.4292,20.87002974
4,2,1964,21.5455,19.65525288
5,2,1964,19.808,18.46910681
6,2,1964,18.3766,17.38379446
7,2,1964,18.2474,16.34710589
8,2,1964,17.0304,15.36377315
9,2,1964,15.904,14.5009733
10,2,1964,15.7354,13.75878051
11,2,1964,16.9676,13.12905886
12,2,1964,17.1218,12.5831052
13,2,1964,15.7366,12.72454858
14,2,1964,15.0152,13.5976097
15,2,1964,15.6805,14.23866203
16,2,1964,16.1286,15.75135177
17,2,1964,17.0469,17.93500261
18,2,1964,17.7294,22.05975157
19,2,1964,18.1076,22.33415971
20,2,1964,19.2352,21.1216982
21,2,1964,17.861,22.16172302
22,2,1964,30.5907,24.72762494
23,2,1964,44.9056,31.32396187
24,2,1964,53.9819,32.61193451
25,2,1964,46.4843,31.05348102
26,2,1964,38.1889,28.59570078
27,2,1964,33.2444,26.42160603
28,2,1964,30.3455,24.03344566
29,2,1964,27.6854,21.82737587
1,3,1964,25.8415,19.8126628
2,3,1964,24.0602,18.10660887
3,3,1964,23.1325,16.70771523
4,3,1964,21.1323,15.57913171
5,3,1964,19.7367,14.61113205
6,3,1964,19.1454,14.13324643
7,3,1964,18.6536,13.88488985
8,3,1964,18.4494,13.56426108
9,3,1964,17.7866,13.4692472
10,3,1964,17.0769,13.43486478
11,3,1964,16.2541,12.98401234
12,3,1964,15.7354,14.31123989
13,3,1964,17.9341,16.1323487
14,3,1964,21.5587,17.78398132
15,3,1964,23.4315,17.81652577
16,3,1964,19.6189,17.79246296
17,3,1964,19.4399,21.21763527
18,3,1964,28.2399,38.73762334
19,3,1964,61.1192,54.03823271
20,3,1964,88.5676,61.86745085
21,3,1964,79.9475,60.96332944
22,3,1964,68.4745,55.81165915
23,3,1964,55.4682,61.02446462
24,3,1964,69.0681,62.36087056
25,3,1964,79.8382,59.20436268
26,3,1964,62.6991,55.3808543
27,3,1964,52.2542,53.25520657
28,3,1964,56.1214,51.02062403
29,3,1964,63.5466,47.06072139
30,3,1964,56.8353,42.81431049
31,3,1964,48.0028,38.70439988
1,4,1964,41.798,35.11068512
2,4,1964,37.825,31.67217313
3,4,1964,35.8253,28.55851057
4,4,1964,32.3677,25.79950532
5,4,1964,29.5756,25.03798862
6,4,1964,28.8252,24.83085612
7,4,1964,30.6971,23.996009
8,4,1964,27.4924,22.9957527
9,4,1964,25.1697,22.19569759
10,4,1964,24.6893,20.92049038
11,4,1964,22.8437,20.31588657
12,4,1964,21.6052,19.88986631
13,4,1964,21.334,19.74599578
14,4,1964,21.847,19.40413324
15,4,1964,20.4866,20.1934553
16,4,1964,21.0343,23.28312511
17,4,1964,24.5225,24.39177545
18,4,1964,24.5549,23.83189344
19,4,1964,21.5469,22.64336942
20,4,1964,19.7385,22.85238249
21,4,1964,24.339,30.71121192
22,4,1964,41.3827,35.12655549
23,4,1964,34.0267,35.09152387
24,4,1964,28.0923,33.67969635
25,4,1964,24.6036,31.2559446
26,4,1964,24.4244,29.09905442
27,4,1964,22.9558,27.3677763
28,4,1964,23.5492,25.98601442
29,4,1964,21.5222,25.67093745
30,4,1964,19.7571,26.08448736
1,5,1964,20.3328,26.89622579
2,5,1964,20.3063,29.93604665
3,5,1964,21.7277,30.19837328
4,5,1964,23.8437,31.13030861
5,5,1964,24.3054,29.85190296
6,5,1964,22.8489,27.55035429
7,5,1964,20.7625,26.63250209
8,5,1964,20.3746,27.12210524
9,5,1964,22.6754,33.08689582
10,5,1964,31.4416,40.0528262
11,5,1964,39.124,41.0893127
12,5,1964,49.1372,39.09872381
13,5,1964,41.2705,35.39089018
14,5,1964,31.0052,30.63030281
15,5,1964,26.3722,26.21599542
16,5,1964,23.2306,22.62032356
17,5,1964,21.5623,20.05880931
18,5,1964,20.5923,18.51606662
19,5,1964,18.8213,18.63902353
20,5,1964,18.0488,19.0286184
21,5,1964,18.2139,18.89728579
22,5,1964,18.137,18.4464067
23,5,1964,17.4447,17.48178901
24,5,1964,16.2854,16.22255055
25,5,1964,15.285,14.90206745
26,5,1964,14.3462,13.72052323
27,5,1964,13.1039,12.82893219
28,5,1964,12.3141,12.90051337
29,5,1964,12.0813,13.02582302
30,5,1964,12.197,12.77132686
31,5,1964,11.7265,12.15838705
1,6,1964,11.6628,11.80855548
2,6,1964,11.4534,11.89811772
3,6,1964,10.9346,12.41739763
4,6,1964,10.2753,12.64149862
5,6,1964,10.9731,12.63185301
6,6,1964,10.9496,13.60809779
7,6,1964,11.1328,13.65878009
8,6,1964,11.5453,12.81534359
9,6,1964,11.5538,12.83094621
10,6,1964,10.4888,14.58814923
11,6,1964,10.7071,15.18996696
12,6,1964,12.1171,18.79484963
13,6,1964,13.7807,19.08909064
14,6,1964,18.6992,18.03452971
15,6,1964,16.2482,16.53175065
16,6,1964,14.6062,14.89883865
17,6,1964,12.6775,13.62446218
18,6,1964,12.1564,12.42290389
19,6,1964,11.2144,11.29559331
20,6,1964,10.3282,10.44002213
21,6,1964,9.52617,10.12558906
22,6,1964,8.97893,10.76524132
23,6,1964,9.08511,13.17972416
24,6,1964,9.08902,12.82163536
25,6,1964,9.28397,12.20517
26,6,1964,9.03055,12.35884379
27,6,1964,8.12619,12.6657219
28,6,1964,8.00347,12.65945323
29,6,1964,8.02651,12.22894929
30,6,1964,7.75233,11.6789456
1,7,1964,7.7822,11.33769715
2,7,1964,7.43484,11.44321217
3,7,1964,7.33456,11.45495122
4,7,1964,6.88107,11.13227727
5,7,1964,6.63919,10.76497323
6,7,1964,6.33624,10.60399915
7,7,1964,6.89373,11.19098237
8,7,1964,6.94132,11.72300633
9,7,1964,7.30357,11.43170468
10,7,1964,7.40682,11.67632294
11,7,1964,7.17264,11.96441809
12,7,1964,7.08732,11.50421171
13,7,1964,6.54722,11.2654906
14,7,1964,6.84518,11.49508603
15,7,1964,7.25798,11.28272798
16,7,1964,6.72641,10.81506626
17,7,1964,6.17548,11.09821527
18,7,1964,6.46295,15.22877592
19,7,1964,22.1314,16.39981757
20,7,1964,34.9727,15.07259476
21,7,1964,26.2976,13.35325963
22,7,1964,17.4895,12.18296775
23,7,1964,13.9634,11.28143
24,7,1964,12.3915,10.70247941
25,7,1964,10.713,10.28904704
26,7,1964,9.82754,9.82471868
27,7,1964,9.15169,9.340065936
28,7,1964,8.46669,8.982841363
29,7,1964,7.89291,8.827293582
30,7,1964,7.63358,8.74742339
31,7,1964,7.32399,8.504611302
1,8,1964,7.08415,8.335680524
2,8,1964,7.24074,8.339397445
3,8,1964,7.51686,8.243207314
4,8,1964,7.16058,8.09586264
5,8,1964,6.75178,8.961928631
6,8,1964,7.0671,10.02135143
7,8,1964,7.78278,10.78448228
8,8,1964,8.10022,12.33171672
9,8,1964,8.46403,12.38120001
10,8,1964,8.43921,11.97100642
11,8,1964,8.41273,11.10671344
12,8,1964,8.32595,10.16417151
13,8,1964,7.88801,9.355210418
14,8,1964,7.42182,9.018850957
15,8,1964,6.70447,9.145015841
16,8,1964,6.46552,12.42993576
17,8,1964,7.44912,18.78883407
18,8,1964,14.9071,19.21023361
19,8,1964,17.1416,16.95862988
20,8,1964,12.5867,14.48141188
21,8,1964,10.4973,12.89488587
22,8,1964,9.51878,11.87849149
23,8,1964,9.45394,11.55329766
24,8,1964,9.45973,11.19739835
25,8,1964,9.18663,10.50974381
26,8,1964,8.64525,9.673181774
27,8,1964,8.52855,9.912212878
28,8,1964,8.09832,10.29358137
29,8,1964,8.09945,10.06806622
30,8,1964,8.15073,9.40353096
31,8,1964,7.86962,8.708384811
1,9,1964,7.47257,8.270059518
2,9,1964,6.81998,7.982464152
3,9,1964,6.60906,7.753441415
4,9,1964,6.39236,7.603177905
5,9,1964,6.56705,8.701089491
6,9,1964,8.00309,9.604347518
7,9,1964,9.00347,9.126095973
8,9,1964,8.83017,8.240159113
9,9,1964,8.59921,7.821883396
10,9,1964,8.58929,7.573464985
11,9,1964,8.18252,7.338233101
12,9,1964,8.09361,7.067900405
13,9,1964,7.572,6.997340689
14,9,1964,7.04666,7.252577186
15,9,1964,7.07307,8.103475811
16,9,1964,7.99924,10.34158759
17,9,1964,13.6249,10.78590046
18,9,1964,13.878,9.789318405
19,9,1964,10.9654,8.81195961
20,9,1964,9.54027,8.218409598
21,9,1964,8.8694,10.15311534
22,9,1964,9.48515,10.8341461
23,9,1964,12.5655,10.08529661
24,9,1964,11.2816,8.995543381
25,9,1964,10.5592,8.617615308
26,9,1964,9.62097,8.436171613
27,9,1964,9.14942,8.090631659
28,9,1964,9.10571,7.619057101
29,9,1964,9.65519,7.156075323
30,9,1964,8.56363,6.849873689
1,10,1964,8.10016,6.649936561
2,10,1964,7.41868,6.476148753
3,10,1964,6.93865,6.295364628
4,10,1964,6.80646,6.503951314
5,10,1964,7.31237,9.187994845
6,10,1964,10.6463,19.44837009
7,10,1964,27.9246,23.34268537
8,10,1964,50.1795,26.5823659
9,10,1964,41.0338,47.85855486
10,10,1964,76.8325,73.11762113
11,10,1964,138.73,86.15095041
12,10,1964,130.055,85.92788297
13,10,1964,110.058,70.6079209
14,10,1964,93.3365,62.03117578
15,10,1964,76.5896,58.28923949
16,10,1964,71.7651,53.42342234
17,10,1964,67.6907,49.05896694
18,10,1964,58.6789,44.73989469
19,10,1964,54.4106,39.53803506
20,10,1964,51.1109,37.56582084
21,10,1964,45.6779,35.29128852
22,10,1964,42.5294,34.39591813
23,10,1964,41.1032,35.39666602
24,10,1964,40.3753,34.97369935
25,10,1964,37.8227,33.35640266
26,10,1964,35.6486,31.99667758
27,10,1964,35.3614,29.77823781
28,10,1964,33.4605,27.48976511
29,10,1964,30.0692,25.48249858
30,10,1964,27.3046,23.81740936
31,10,1964,25.649,22.39257829
1,11,1964,25.1692,21.12151463
2,11,1964,23.8719,19.98310968
3,11,1964,22.1461,18.94857112
4,11,1964,21.5418,17.95541479
5,11,1964,20.6367,17.02647673
6,11,1964,19.5973,16.19476847
7,11,1964,19.1954,15.4859178
8,11,1964,18.5011,14.89005091
9,11,1964,17.4757,14.41639324
10,11,1964,16.637,14.18563297
11,11,1964,16.03,14.24148342
12,11,1964,15.6557,15.76624408
13,11,1964,16.4142,19.78946048
14,11,1964,21.8766,22.8801646
15,11,1964,23.3242,26.96011695
16,11,1964,23.5907,30.83855834
17,11,1964,26.0954,37.23262761
18,11,1964,37.2516,39.55918562
19,11,1964,42.5237,38.17983641
20,11,1964,36.047,35.2464323
21,11,1964,31.7724,31.90997987
22,11,1964,29.8378,28.69628145
23,11,1964,28.2177,26.21571234
24,11,1964,25.8759,24.22156384
25,11,1964,24.7458,23.85581935
26,11,1964,24.1764,26.06974357
27,11,1964,25.8059,26.5810853
28,11,1964,25.8427,28.58218966
29,11,1964,27.8564,29.25274618
30,11,1964,29.3584,28.86059057
1,12,1964,28.845,28.09231944
2,12,1964,27.6458,26.69071416
3,12,1964,26.0161,24.93108173
4,12,1964,24.8051,23.99828034
5,12,1964,23.7814,27.53641136
6,12,1964,26.3757,39.62221128
7,12,1964,45.1977,56.7352045
8,12,1964,89.3915,89.12634545
9,12,1964,118.591,103.166118
10,12,1964,120.438,103.8891093
11,12,1964,99.9082,116.8034087
12,12,1964,119.49,144.0071535
13,12,1964,165.833,160.2890221
14,12,1964,156.289,143.0533362
15,12,1964,134.63,122.7811075
16,12,1964,134.064,116.1605076
17,12,1964,127.733,107.6500657
18,12,1964,114.919,95.52146031
19,12,1964,99.8629,83.66057836
20,12,1964,86.3456,74.43604629
21,12,1964,73.2521,66.12408463
22,12,1964,64.7114,59.43384845
23,12,1964,58.6482,54.51535143
24,12,1964,54.3076,49.89125505
25,12,1964,49.4519,47.29945295
26,12,1964,43.5845,62.26351463
27,12,1964,56.6891,70.43211019
28,12,1964,68.2644,76.23481064
29,12,1964,65.9496,87.46732877
30,12,1964,91.4256,95.11011462
31,12,1964,93.6988,95.91790617
1,1,1965,89.1415,89.44728562
2,1,1965,83.3113,80.20439822
3,1,1965,70.2724,71.05754685
4,1,1965,57.149,62.5468609
5,1,1965,50.5798,55.92236825
6,1,1965,48.6928,52.18438367
7,1,1965,52.4314,54.91374075
8,1,1965,60.3255,64.31987195
9,1,1965,87.8199,87.95902343
10,1,1965,131.906,104.5183736
11,1,1965,136.51,110.6319798
12,1,1965,125.623,119.6793095
13,1,1965,119.786,128.0229402
14,1,1965,142.922,135.665616
15,1,1965,136.024,133.9717235
16,1,1965,133.281,138.7324489
17,1,1965,140.983,154.9106817
18,1,1965,158.553,161.6563211
19,1,1965,154.886,176.4006827
20,1,1965,183.201,179.2703509
21,1,1965,180.71,180.8911886
22,1,1965,169.424,166.191948
23,1,1965,140.957,153.5076839
24,1,1965,132.834,136.8921805
25,1,1965,121.281,120.4634738
26,1,1965,106.196,107.9467261
27,1,1965,94.6149,99.99256479
28,1,1965,86.4497,93.24047499
29,1,1965,74.9464,85.87047534
30,1,1965,68.7945,78.1447929
31,1,1965,63.2349,70.82679893
1,2,1965,58.3138,64.2508097
2,2,1965,53.9127,58.57195517
3,2,1965,50.8302,53.73057721
4,2,1965,47.2007,49.62510839
5,2,1965,45.0356,46.18964163
6,2,1965,42.5678,43.23168297
7,2,1965,41.4349,40.61558059
8,2,1965,39.7362,38.33296383
9,2,1965,37.1007,36.39496283
10,2,1965,33.6482,34.7281855
11,2,1965,31.3395,33.17268947
12,2,1965,30.7701,32.27794105
13,2,1965,28.6964,31.02687632
14,2,1965,27.7798,29.66138509
15,2,1965,25.1253,28.36894101
16,2,1965,23.5599,27.14405737
17,2,1965,22.5861,26.04719854
18,2,1965,20.7673,25.07897719
19,2,1965,20.339,24.24386545
20,2,1965,19.514,23.82954117
21,2,1965,18.4386,23.1395708
22,2,1965,18.4837,22.39961004
23,2,1965,18.4314,23.8132438
24,2,1965,17.5776,24.18848041
25,2,1965,17.5715,23.69762456
26,2,1965,17.3164,22.95281886
27,2,1965,16.3036,22.36126494
28,2,1965,15.7648,22.65116674
1,3,1965,15.5897,24.1804922
2,3,1965,14.9369,25.35801658
3,3,1965,15.5446,27.91916052
4,3,1965,21.7703,29.06043715
5,3,1965,20.8895,28.1681918
6,3,1965,19.2126,26.70183901
7,3,1965,19.0031,24.91179224
8,3,1965,18.8432,23.21504935
9,3,1965,18.1189,21.7162347
10,3,1965,15.7843,20.39630089
11,3,1965,14.7217,19.43265618
12,3,1965,14.7918,19.66783279
13,3,1965,15.6977,19.77319744
14,3,1965,15.7206,19.61034781
15,3,1965,15.674,22.64700267
16,3,1965,22.7881,24.82091897
17,3,1965,24.4874,25.58985839
18,3,1965,23.1913,25.29707992
19,3,1965,21.1792,24.73898298
20,3,1965,20.718,35.86213479
21,3,1965,42.381,45.61015091
22,3,1965,64.484,48.32830034
23,3,1965,62.2159,48.44554537
24,3,1965,54.5323,46.26642715
25,3,1965,47.356,51.49380312
26,3,1965,55.807,53.14469018
27,3,1965,60.4932,50.91098041
28,3,1965,55.612,46.55492116
29,3,1965,44.7861,40.82180008
30,3,1965,38.0207,35.02977555
31,3,1965,33.3,30.35189558
1,4,1965,29.485,26.91473313
2,4,1965,27.2565,24.37793579
3,4,1965,25.319,22.51092803
4,4,1965,24.084,21.86659733
5,4,1965,23.5814,21.02900562
6,4,1965,23.189,20.69652198
7,4,1965,21.6306,19.95698798
8,4,1965,20.4468,19.57435323
9,4,1965,20.6934,24.0039017
10,4,1965,27.0889,27.6743978
11,4,1965,30.1965,32.2610649
12,4,1965,28.0541,33.80291153
13,4,1965,28.4811,35.07073433
14,4,1965,26.1035,38.91109727
15,4,1965,34.3566,38.93723551
16,4,1965,35.1818,37.08167528
17,4,1965,30.6635,35.72507242
18,4,1965,28.9699,33.97612979
19,4,1965,27.4185,31.7978396
20,4,1965,24.7161,29.2528539
21,4,1965,21.5406,26.55249078
22,4,1965,19.8094,24.63983305
23,4,1965,20.0294,22.98504609
24,4,1965,19.0313,23.17468057
25,4,1965,19.2081,23.96606389
26,4,1965,22.0844,25.23086346
27,4,1965,22.3102,25.36493737
28,4,1965,20.8057,24.74151357
29,4,1965,18.9118,23.37498129
30,4,1965,17.878,21.80811314
1,5,1965,15.699,20.69376209
2,5,1965,14.973,20.7396201
3,5,1965,16.4694,21.37768404
4,5,1965,17.6823,21.77939088
5,5,1965,18.9653,22.06172324
6,5,1965,18.518,24.96250038
7,5,1965,25.2651,26.33306776
8,5,1965,31.2417,29.99363039
9,5,1965,31.5359,29.77835695
10,5,1965,32.0845,27.71240495
11,5,1965,26.4111,25.23058967
12,5,1965,23.0457,22.55300833
13,5,1965,20.3456,20.13526165
14,5,1965,18.7467,18.19996094
15,5,1965,17.5404,17.63389766
16,5,1965,16.9529,17.95317569
17,5,1965,18.809,21.08326133
18,5,1965,27.7113,21.90901611
19,5,1965,23.6484,20.98676564
20,5,1965,19.8539,20.01206797
21,5,1965,17.4682,20.08633979
22,5,1965,16.9336,19.99375763
23,5,1965,17.0027,21.06351363
24,5,1965,17.3629,21.87855484
25,5,1965,19.089,21.54789735
26,5,1965,20.0349,20.62345808
27,5,1965,17.9298,19.11702532
28,5,1965,15.4807,17.81462741
29,5,1965,14.9541,16.51026521
30,5,1965,13.7218,15.29648394
31,5,1965,12.6535,14.30435809
1,6,1965,12.4192,13.41304877
2,6,1965,12.1158,12.56448627
3,6,1965,10.5906,11.86573157
4,6,1965,10.2081,12.39030359
5,6,1965,9.48756,13.18443718
6,6,1965,9.98862,13.22243863
7,6,1965,9.7624,14.24265749
8,6,1965,10.3364,14.1958114
9,6,1965,10.8357,13.37225131
10,6,1965,10.2584,12.64656369
11,6,1965,9.76673,13.10489007
12,6,1965,9.63628,13.34784046
13,6,1965,10.0366,12.7820479
